Id,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice
812,120,RM,Reg,Lvl,Inside,Gtl,CollgCr,1Story,6,2004,2004,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,848,Ex,Y,SBrkr,848,0,848,1,1,0,1,Gd,4,1,Attchd,2004.0,Fin,2,TA,Y,140,0,ConLD,Normal,144500
813,20,C (all),Reg,Bnk,Inside,Mod,IDOTRR,1Story,5,1952,1952,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,540,TA,N,FuseA,1044,0,1044,0,1,0,2,Fa,4,0,Basment,1952.0,Unf,2,TA,N,0,0,WD,Alloca,55993
814,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,6,1958,1958,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1442,Gd,Y,SBrkr,1442,0,1442,0,1,1,4,TA,7,0,Attchd,1958.0,RFn,1,TA,Y,0,0,COD,Normal,157900
815,50,RL,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,5,1918,1950,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,686,Gd,Y,SBrkr,686,564,1250,0,1,1,3,Fa,7,0,Detchd,1955.0,Unf,1,TA,P,207,0,WD,Normal,116000
816,20,RL,IR2,Lvl,CulDSac,Gtl,CollgCr,1Story,7,1998,1998,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1649,Ex,Y,SBrkr,1661,0,1661,0,2,0,3,Gd,6,0,Attchd,1998.0,RFn,2,TA,Y,0,34,WD,Normal,224900
817,20,RL,IR1,Lvl,Corner,Gtl,NAmes,1Story,5,1954,1954,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1008,Gd,Y,SBrkr,1008,0,1008,0,1,0,2,TA,4,1,Attchd,1954.0,RFn,1,TA,Y,0,0,WD,Normal,137000
818,20,RL,IR1,Lvl,CulDSac,Gtl,Mitchel,1Story,8,2002,2002,CemntBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1568,Ex,Y,SBrkr,1689,0,1689,1,2,0,3,Gd,7,2,Attchd,2002.0,RFn,3,TA,Y,150,59,WD,Normal,271000
819,80,RL,Reg,Lvl,Inside,Gtl,ClearCr,SLvl,6,1971,1971,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,1010,Gd,Y,SBrkr,1052,0,1052,1,1,0,3,TA,6,0,Attchd,1971.0,Unf,2,TA,Y,0,0,WD,Normal,155000
820,120,RL,IR1,Lvl,Inside,Gtl,NridgHt,1Story,7,2009,2010,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1358,Ex,Y,SBrkr,1358,0,1358,1,2,0,2,Gd,6,1,Attchd,2010.0,RFn,2,TA,Y,192,35,New,Partial,224000
821,60,RL,IR1,Lvl,CulDSac,Gtl,CollgCr,2Story,7,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,Ex,Y,SBrkr,798,842,1640,0,2,1,3,Gd,6,0,Attchd,2003.0,RFn,2,TA,Y,0,45,WD,Normal,183000
822,20,RM,Reg,Bnk,Inside,Mod,OldTown,1Story,4,1953,1953,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,936,TA,N,SBrkr,936,0,936,0,1,0,2,TA,4,0,Detchd,1974.0,Unf,2,TA,Y,0,32,WD,Normal,93000
823,60,RL,IR1,Lvl,Corner,Gtl,Gilbert,2Story,7,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,847,Ex,Y,SBrkr,847,886,1733,0,2,1,3,Gd,7,1,BuiltIn,2003.0,Fin,2,TA,Y,100,48,WD,Family,225000
824,50,RL,Reg,Lvl,Inside,Gtl,SWISU,1.5Fin,6,1940,1950,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,778,TA,Y,SBrkr,944,545,1489,0,2,0,3,TA,7,1,Detchd,1940.0,Unf,1,TA,Y,335,0,WD,Normal,139500
825,20,FV,Reg,Lvl,Inside,Gtl,Somerst,1Story,8,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1489,Ex,Y,SBrkr,1489,0,1489,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,2,TA,Y,0,140,New,Partial,232600
826,20,RL,Reg,Lvl,Inside,Gtl,NridgHt,1Story,10,2007,2008,CemntBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,2078,Ex,Y,SBrkr,2084,0,2084,1,2,0,2,Ex,7,1,Attchd,2007.0,Fin,3,TA,Y,188,45,New,Partial,385000
827,45,RM,Reg,Lvl,Inside,Gtl,BrkSide,1.5Unf,5,1924,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,784,Gd,Y,SBrkr,784,0,784,1,1,0,2,Gd,5,0,,,,0,,Y,0,0,WD,Normal,109500
828,20,RL,IR1,Lvl,Inside,Gtl,SawyerW,1Story,7,2001,2001,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1454,Ex,Y,SBrkr,1434,0,1434,0,2,0,3,Gd,6,1,Attchd,2001.0,RFn,2,TA,Y,290,39,WD,Normal,189000
829,60,RL,IR2,Low,CulDSac,Sev,ClearCr,2Story,5,1967,1967,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,1013,TA,Y,SBrkr,1160,966,2126,0,2,1,3,TA,7,0,Attchd,1967.0,Fin,2,TA,Y,486,0,WD,Abnorml,185000
830,160,FV,Reg,Lvl,Inside,Gtl,Somerst,2Story,7,2005,2005,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600,Ex,Y,SBrkr,520,623,1223,0,2,1,2,Gd,4,0,Detchd,2005.0,RFn,2,TA,Y,0,166,WD,Normal,147400
831,20,RL,IR1,Lvl,Corner,Gtl,NAmes,1Story,6,1957,1957,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1392,TA,Y,FuseA,1392,0,1392,1,1,1,3,TA,6,2,Attchd,1957.0,RFn,2,TA,Y,0,0,WD,Normal,166000
832,160,FV,Reg,Lvl,Inside,Gtl,Somerst,2Story,7,2005,2005,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,600,Ex,Y,SBrkr,520,600,1200,0,2,1,2,Gd,4,0,Detchd,2005.0,RFn,2,TA,Y,0,166,WD,Normal,151000
833,60,RL,IR1,Lvl,CulDSac,Gtl,CollgCr,2Story,7,2003,2003,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,941,Ex,Y,SBrkr,941,888,1829,1,2,1,3,Gd,7,1,Attchd,2003.0,RFn,2,TA,Y,192,39,WD,Normal,237000
834,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,6,1964,1964,HdBoard,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1516,TA,Y,SBrkr,1516,0,1516,0,1,1,3,TA,6,0,Attchd,1964.0,RFn,2,TA,Y,0,0,WD,Normal,167000
835,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,1961,1961,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1144,Gd,Y,SBrkr,1144,0,1144,1,1,0,3,TA,6,0,Attchd,1961.0,Unf,2,TA,Y,0,0,WD,Normal,139950
836,20,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,4,1950,1995,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1067,TA,Y,SBrkr,1067,0,1067,0,2,0,2,Gd,4,0,Attchd,1996.0,Unf,2,TA,Y,290,0,WD,Normal,128000
837,30,RM,Reg,Lvl,Inside,Gtl,OldTown,1Story,5,1948,1973,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1559,Gd,Y,SBrkr,1559,0,1559,1,1,0,2,TA,5,0,Detchd,1948.0,Unf,2,TA,Y,0,116,COD,Normal,153500
838,160,RM,Reg,Lvl,Inside,Gtl,BrDale,2Story,6,1973,1973,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,483,TA,Y,SBrkr,483,504,987,1,1,1,2,TA,5,0,Detchd,1973.0,Unf,1,TA,Y,0,0,WD,Normal,100000
839,20,RL,Reg,Lvl,Inside,Gtl,CollgCr,1Story,5,1995,2006,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1099,Ex,Y,SBrkr,1099,0,1099,0,1,1,3,Gd,6,0,Attchd,1999.0,Unf,1,TA,Y,278,0,WD,Normal,144000
840,50,RL,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,5,1946,1995,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,768,Ex,Y,SBrkr,768,432,1200,0,1,0,3,TA,6,0,Detchd,1946.0,Unf,1,TA,Y,0,0,WD,Normal,130500
841,70,RH,IR1,Lvl,Inside,Gtl,SWISU,2Story,6,1925,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,672,TA,N,SBrkr,810,672,1482,0,2,0,4,Fa,7,0,Detchd,1934.0,Unf,1,TA,P,0,0,WD,Normal,140000
842,70,RM,Reg,Lvl,Inside,Gtl,OldTown,2Story,5,1904,2002,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,650,Gd,Y,SBrkr,958,581,1539,0,2,0,3,Gd,8,1,Detchd,1983.0,Unf,2,Gd,P,70,78,WD,Normal,157500
843,80,RL,Reg,Lvl,Inside,Gtl,NAmes,SLvl,6,1966,1966,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,1127,TA,Y,SBrkr,1165,0,1165,1,1,1,3,TA,6,0,Attchd,1966.0,RFn,2,Gd,Y,0,129,WD,Normal,174900
844,90,RL,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,1961,1961,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1800,Ex,N,SBrkr,1800,0,1800,0,2,0,6,TA,10,0,,,,0,,Y,0,0,WD,Normal,141000
845,50,RM,IR1,Lvl,Inside,Gtl,OldTown,1.5Fin,5,1915,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,876,Gd,Y,SBrkr,876,540,1416,0,1,1,4,TA,7,1,Detchd,1949.0,Unf,3,TA,Y,418,0,WD,Normal,153900
846,85,RL,IR1,Lvl,CulDSac,Gtl,Sawyer,SFoyer,5,1975,1981,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,1390,TA,Y,SBrkr,1701,0,1701,1,2,0,3,TA,6,2,Basment,1975.0,Fin,2,TA,Y,0,0,WD,Normal,171000
847,60,RL,Reg,Lvl,Inside,Gtl,SawyerW,2Story,7,1993,1993,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,740,Ex,Y,SBrkr,1006,769,1775,1,2,1,3,Gd,7,1,Attchd,1993.0,Unf,2,TA,Y,234,72,WD,Normal,213000
848,20,RL,IR1,Lvl,CulDSac,Gtl,CollgCr,1Story,5,1972,1972,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,864,Ex,Y,SBrkr,864,0,864,1,1,0,3,TA,5,1,Attchd,1972.0,Unf,1,TA,Y,0,0,WD,Normal,133500
849,50,RL,IR2,Bnk,Inside,Gtl,ClearCr,1.5Fin,6,1908,1997,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,907,TA,Y,SBrkr,1307,1051,2358,0,3,0,5,TA,10,1,Detchd,1908.0,Unf,2,Fa,Y,486,40,WD,Normal,240000
850,80,RL,Reg,Lvl,FR2,Gtl,Veenker,SLvl,6,1976,1994,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,528,Ex,Y,SBrkr,1094,761,1855,0,2,1,3,TA,7,1,Attchd,1976.0,RFn,2,TA,Y,113,100,WD,Normal,187000
851,120,RM,Reg,Lvl,Inside,Gtl,CollgCr,1Story,6,2003,2003,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848,Ex,Y,SBrkr,848,0,848,1,1,0,1,Gd,3,0,Attchd,2003.0,Fin,2,TA,Y,140,0,WD,Normal,131500
852,120,RL,Reg,Lvl,Inside,Gtl,Blmngtn,1Story,8,2003,2003,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1273,Ex,Y,SBrkr,1456,0,1456,0,2,0,2,Gd,7,1,Attchd,2003.0,Fin,2,TA,Y,143,20,WD,Normal,215000
853,75,RL,Reg,Lvl,Inside,Gtl,Crawfor,2.5Unf,7,1941,1950,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,918,Gd,Y,SBrkr,918,728,1646,0,2,0,4,TA,7,2,Detchd,1941.0,Unf,1,TA,Y,0,0,WD,Normal,164000
854,80,RL,IR1,Lvl,Corner,Gtl,NAmes,SLvl,6,1964,1964,MetalSd,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,1127,TA,Y,SBrkr,1445,0,1445,0,1,1,3,TA,7,1,Attchd,1964.0,RFn,2,TA,Y,180,0,WD,Normal,158000
855,20,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,1955,1974,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,1763,TA,Y,SBrkr,1779,0,1779,1,1,1,3,TA,6,1,Attchd,1955.0,Unf,2,TA,Y,0,418,WD,Abnorml,170000
856,20,RL,IR1,Lvl,Corner,Gtl,Sawyer,1Story,5,1962,2010,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1040,Ex,Y,SBrkr,1040,0,1040,1,1,1,3,TA,6,0,Detchd,1962.0,Unf,1,TA,Y,0,104,WD,Normal,127000
857,80,RL,IR1,Low,Inside,Mod,CollgCr,SLvl,6,1978,1978,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,940,TA,Y,SBrkr,1026,0,1026,1,1,0,3,TA,5,0,Detchd,1981.0,Unf,2,TA,Y,0,0,WD,Normal,147000
858,60,RL,Reg,Lvl,Inside,Gtl,Gilbert,2Story,6,1994,1995,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,702,Gd,Y,SBrkr,702,779,1481,0,2,1,3,TA,6,1,Attchd,1994.0,Fin,2,TA,Y,0,36,WD,Normal,174000
859,20,RL,Reg,Lvl,Inside,Gtl,NWAmes,1Story,7,1976,1976,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,1090,TA,Y,SBrkr,1370,0,1370,0,2,0,3,TA,6,1,Attchd,1976.0,RFn,2,TA,Y,0,0,WD,Family,152000
860,60,RL,IR1,Lvl,Corner,Gtl,NWAmes,2Story,6,1968,1984,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1054,TA,Y,SBrkr,1512,1142,2654,1,2,1,4,Gd,9,1,Attchd,1968.0,Unf,2,TA,Y,0,65,WD,Normal,250000
861,50,RL,Reg,Lvl,Corner,Gtl,Crawfor,1.5Fin,7,1918,1998,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,912,Gd,Y,SBrkr,912,514,1426,0,1,1,3,Gd,7,1,Detchd,1925.0,Unf,1,TA,Y,0,240,WD,Normal,189950
862,190,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,1965,1965,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,1039,Ex,Y,SBrkr,1039,0,1039,1,1,1,3,TA,6,0,Attchd,1965.0,Unf,2,TA,Y,0,0,WD,Normal,131500
863,20,RL,Reg,Lvl,Corner,Gtl,SawyerW,1Story,6,1984,1985,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1040,TA,Y,SBrkr,1097,0,1097,0,2,0,3,TA,6,0,Attchd,1986.0,Unf,2,TA,Y,0,0,WD,Normal,152000
864,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,1959,1959,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1148,TA,Y,SBrkr,1148,0,1148,1,1,0,3,TA,6,0,Attchd,1959.0,Unf,1,TA,Y,0,0,WD,Normal,132500
865,20,FV,Reg,Lvl,Inside,Gtl,Somerst,1Story,7,2007,2008,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1372,Ex,Y,SBrkr,1372,0,1372,0,2,0,3,Gd,6,0,Attchd,2008.0,Fin,2,TA,Y,0,140,New,Partial,250580
866,20,RL,IR1,Lvl,Inside,Gtl,NAmes,1Story,5,1970,1970,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1002,TA,Y,SBrkr,1002,0,1002,1,1,0,3,TA,5,0,Detchd,1973.0,Unf,2,TA,Y,0,0,WD,Normal,148500
867,20,RL,IR1,HLS,Inside,Gtl,Timber,1Story,8,2006,2007,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1638,Ex,Y,SBrkr,1646,0,1646,0,2,0,3,Gd,6,1,Attchd,2007.0,RFn,3,TA,Y,192,80,New,Partial,248900
868,20,RL,Reg,Lvl,Corner,Gtl,Sawyer,1Story,4,1961,1961,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1040,TA,Y,SBrkr,1120,0,1120,1,1,1,3,Fa,5,0,Attchd,1961.0,RFn,2,TA,Y,168,0,WD,Normal,129000
869,60,RL,IR2,Lvl,Corner,Gtl,Gilbert,2Story,5,1948,1950,Plywood,None,0.0,TA,TA,Slab,,,,,,0,Gd,Y,SBrkr,1547,720,2320,0,2,0,2,TA,7,1,Attchd,1979.0,Unf,2,TA,P,120,144,WD,Normal,169000
870,60,RL,Reg,Lvl,Inside,Gtl,SawyerW,2Story,7,1993,1994,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1050,Ex,Y,SBrkr,1062,887,1949,1,2,1,3,Gd,8,1,Attchd,1993.0,Fin,2,TA,Y,156,90,WD,Normal,236000
871,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,1962,1962,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,894,Gd,N,SBrkr,894,0,894,0,1,0,2,TA,5,0,Detchd,1962.0,Unf,1,TA,Y,0,0,WD,Normal,109500
872,60,RL,Reg,Lvl,Inside,Gtl,CollgCr,2Story,6,1998,1998,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,804,Ex,Y,SBrkr,804,878,1682,0,2,1,3,Gd,7,0,Attchd,1998.0,RFn,2,TA,Y,0,77,WD,Normal,200500
873,20,RL,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,1953,1996,WdShing,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,Unf,105,Gd,Y,SBrkr,910,0,910,0,1,0,3,Gd,5,0,Attchd,1953.0,Unf,2,TA,Y,196,0,WD,Normal,116000
874,40,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,1949,1950,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,832,Gd,Y,SBrkr,1036,0,1268,0,1,0,3,TA,6,1,Attchd,1949.0,Unf,1,TA,Y,0,28,WD,Normal,133000
875,50,RM,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,5,1941,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,676,Ex,Y,SBrkr,676,455,1131,0,1,1,3,TA,5,0,Detchd,1941.0,Unf,1,TA,Y,26,0,WD,Abnorml,66500
876,60,FV,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,2007,2007,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1184,Ex,Y,SBrkr,1184,1426,2610,0,2,1,4,Ex,11,1,BuiltIn,2007.0,Fin,2,TA,Y,208,364,New,Partial,303477
877,20,RL,Reg,HLS,Inside,Mod,Mitchel,1Story,4,1963,1963,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,1064,Gd,Y,SBrkr,1040,0,1040,1,1,0,3,TA,5,0,Attchd,1963.0,Unf,2,TA,Y,0,0,WD,Normal,132250
878,60,RL,Reg,Lvl,Inside,Gtl,NridgHt,2Story,9,2004,2005,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1462,Ex,Y,SBrkr,1462,762,2224,1,2,1,4,Ex,10,1,Attchd,2004.0,Fin,3,TA,Y,184,0,WD,Normal,350000
879,85,RL,IR1,Lvl,Inside,Gtl,Sawyer,SFoyer,5,1961,1995,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1109,TA,Y,SBrkr,1155,0,1155,1,1,0,3,Gd,6,0,Detchd,1987.0,Unf,2,TA,Y,192,0,WD,Normal,148000
880,20,RL,IR1,Lvl,CulDSac,Gtl,CollgCr,1Story,5,1978,2005,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,864,Ex,Y,SBrkr,864,0,864,1,1,0,3,TA,6,0,Attchd,1978.0,Unf,1,TA,Y,0,0,WD,Normal,136500
881,20,RL,Reg,Lvl,Inside,Gtl,Edwards,1Story,5,2005,2006,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,1090,Gd,Y,SBrkr,1090,0,1090,1,1,1,2,TA,5,0,Attchd,2005.0,Fin,2,TA,Y,0,49,WD,Normal,157000
882,50,RL,IR1,Lvl,CulDSac,Gtl,Timber,1.5Fin,7,1990,1991,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,Unf,1156,Ex,Y,SBrkr,1187,530,1717,0,2,1,3,Gd,7,1,Attchd,1990.0,RFn,2,TA,Y,168,36,WD,Normal,187500
883,60,RL,IR1,Lvl,Corner,Gtl,Gilbert,2Story,6,1992,1993,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,808,Gd,Y,SBrkr,808,785,1593,0,2,1,3,TA,7,1,BuiltIn,1993.0,RFn,2,TA,Y,342,40,WD,Normal,178000
884,75,RL,Reg,Bnk,Inside,Gtl,SWISU,2.5Fin,4,1912,1950,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,Unf,795,TA,N,SBrkr,954,795,2230,1,1,0,5,TA,10,0,Detchd,1997.0,Unf,1,TA,Y,0,188,WD,Normal,118500
885,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,1967,1967,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,892,TA,Y,SBrkr,892,0,892,0,1,0,3,TA,5,0,Attchd,1967.0,RFn,1,TA,Y,0,0,WD,Normal,100000
886,120,FV,IR1,Lvl,CulDSac,Gtl,Somerst,1Story,9,1999,2000,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1698,Ex,Y,SBrkr,1709,0,1709,1,2,0,2,Gd,5,1,Attchd,1999.0,Fin,2,TA,Y,97,65,CWD,Abnorml,328900
887,90,RL,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,1959,2005,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1626,Ex,Y,SBrkr,1712,0,1712,0,2,0,4,TA,8,0,Attchd,2005.0,Fin,2,TA,Y,272,54,WD,Family,145000
888,50,RL,IR1,Lvl,Inside,Gtl,Edwards,1.5Fin,5,1955,1955,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,816,TA,Y,SBrkr,872,521,1393,0,1,1,3,TA,8,0,Attchd,1955.0,Unf,1,TA,Y,121,0,WD,Normal,135500
889,20,RL,IR1,Lvl,Inside,Mod,NAmes,1Story,8,1970,1970,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,Rec,2217,Ex,Y,SBrkr,2217,0,2217,1,2,0,4,Gd,8,1,Attchd,1970.0,Unf,2,TA,Y,81,207,WD,Normal,268000
890,20,RL,Reg,Lvl,Inside,Gtl,NAmes,1Story,6,1953,1953,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1505,Ex,Y,SBrkr,1505,0,1505,1,1,0,2,TA,6,1,Attchd,1953.0,RFn,2,TA,Y,0,0,WD,Normal,149500
891,50,RL,Reg,Lvl,Corner,Gtl,NAmes,1.5Fin,5,1949,2006,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,672,Ex,Y,SBrkr,672,252,924,0,1,0,3,TA,6,1,Detchd,2003.0,Unf,2,TA,Y,0,0,WD,Normal,122900
892,60,RL,Reg,Lvl,Inside,Gtl,Sawyer,2Story,6,1978,1978,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,918,Gd,Y,SBrkr,918,765,1683,0,2,1,3,TA,7,1,Attchd,1978.0,RFn,2,TA,Y,243,0,WD,Normal,172500
893,20,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,6,1963,2003,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1059,TA,Y,SBrkr,1068,0,1068,0,1,0,3,TA,6,0,Attchd,1963.0,RFn,1,TA,Y,192,0,WD,Normal,154500
894,20,RL,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,1954,1954,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,1383,TA,Y,SBrkr,1383,0,1383,1,1,0,3,TA,6,1,Attchd,1954.0,Unf,1,TA,Y,511,116,WD,Normal,165000
895,90,RL,Reg,Bnk,Inside,Gtl,SawyerW,1Story,5,1979,1979,Plywood,None,0.0,TA,TA,Slab,,,,,,0,TA,Y,SBrkr,1535,0,1535,0,2,0,4,TA,8,0,Attchd,1979.0,Unf,2,TA,Y,0,0,WD,Alloca,118858
896,60,RL,Reg,Lvl,Inside,Gtl,NAmes,2Story,6,1963,1963,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,780,TA,Y,SBrkr,983,813,1796,1,1,1,4,TA,8,1,Attchd,1963.0,RFn,2,TA,Y,0,50,WD,Normal,140000
