Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
815,50,RL,8248,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,5,7,1918,1950,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,Gd,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,Fa,7,0,Detchd,1955.0,Unf,1,280,TA,P,207,0,96,0,0,0,0,7,2006,WD,Normal,116000
816,20,RL,12137,IR2,Lvl,CulDSac,Gtl,CollgCr,1Story,7,5,1998,1998,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,Ex,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Gd,6,0,Attchd,1998.0,RFn,2,598,TA,Y,0,34,0,0,0,0,0,5,2010,WD,Normal,224900
817,20,RL,11425,IR1,Lvl,Corner,Gtl,NAmes,1Story,5,6,1954,1954,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,Gd,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,TA,4,1,Attchd,1954.0,RFn,1,275,TA,Y,0,0,120,0,0,0,0,7,2006,WD,Normal,137000
818,20,RL,13265,IR1,Lvl,CulDSac,Gtl,Mitchel,1Story,8,5,2002,2002,CemntBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Gd,7,2,Attchd,2002.0,RFn,3,857,TA,Y,150,59,0,0,0,0,0,7,2008,WD,Normal,271000
819,80,RL,8816,Reg,Lvl,Inside,Gtl,ClearCr,SLvl,6,7,1971,1971,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA,6,0,Attchd,1971.0,Unf,2,440,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,155000
820,120,RL,6371,IR1,Lvl,Inside,Gtl,NridgHt,1Story,7,5,2009,2010,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,1,Attchd,2010.0,RFn,2,484,TA,Y,192,35,0,0,0,0,0,6,2010,New,Partial,224000
821,60,RL,7226,IR1,Lvl,CulDSac,Gtl,CollgCr,2Story,7,5,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,0,Attchd,2003.0,RFn,2,595,TA,Y,0,45,0,0,0,0,0,6,2008,WD,Normal,183000
822,20,RM,6000,Reg,Bnk,Inside,Mod,OldTown,1Story,4,4,1953,1953,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,TA,N,SBrkr,936,0,0,936,0,0,1,0,2,1,TA,4,0,Detchd,1974.0,Unf,2,576,TA,Y,0,32,112,0,0,0,0,2,2009,WD,Normal,93000
823,60,RL,12394,IR1,Lvl,Corner,Gtl,Gilbert,2Story,7,5,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,Ex,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,Gd,7,1,BuiltIn,2003.0,Fin,2,433,TA,Y,100,48,0,0,0,0,0,10,2007,WD,Family,225000
824,50,RL,9900,Reg,Lvl,Inside,Gtl,SWISU,1.5Fin,6,7,1940,1950,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,TA,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,TA,7,1,Detchd,1940.0,Unf,1,240,TA,Y,335,0,0,0,0,0,0,7,2009,WD,Normal,139500
825,20,FV,11216,Reg,Lvl,Inside,Gtl,Somerst,1Story,8,5,2006,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,Ex,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,1,Attchd,2006.0,RFn,2,776,TA,Y,0,140,0,0,0,0,0,6,2006,New,Partial,232600
826,20,RL,14803,Reg,Lvl,Inside,Gtl,NridgHt,1Story,10,5,2007,2008,CemntBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,Ex,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,Ex,7,1,Attchd,2007.0,Fin,3,1220,TA,Y,188,45,0,0,0,0,0,6,2008,New,Partial,385000
827,45,RM,6130,Reg,Lvl,Inside,Gtl,BrkSide,1.5Unf,5,6,1924,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,Gd,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,Gd,5,0,,,,0,0,,Y,0,0,116,0,0,0,0,5,2008,WD,Normal,109500
828,20,RL,8529,IR1,Lvl,Inside,Gtl,SawyerW,1Story,7,5,2001,2001,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,Ex,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,Gd,6,1,Attchd,2001.0,RFn,2,527,TA,Y,290,39,0,0,0,0,0,4,2009,WD,Normal,189000
829,60,RL,28698,IR2,Low,CulDSac,Sev,ClearCr,2Story,5,5,1967,1967,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,TA,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,TA,7,0,Attchd,1967.0,Fin,2,538,TA,Y,486,0,0,0,225,0,0,6,2009,WD,Abnorml,185000
830,160,FV,2544,Reg,Lvl,Inside,Gtl,Somerst,2Story,7,5,2005,2005,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Ex,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,Gd,4,0,Detchd,2005.0,RFn,2,480,TA,Y,0,166,0,0,0,0,0,7,2006,WD,Normal,147400
831,20,RL,11900,IR1,Lvl,Corner,Gtl,NAmes,1Story,6,5,1957,1957,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,TA,Y,FuseA,1392,0,0,1392,1,0,1,1,3,1,TA,6,2,Attchd,1957.0,RFn,2,458,TA,Y,0,0,0,0,192,0,0,6,2008,WD,Normal,166000
832,160,FV,3180,Reg,Lvl,Inside,Gtl,Somerst,2Story,7,5,2005,2005,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Ex,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,Gd,4,0,Detchd,2005.0,RFn,2,480,TA,Y,0,166,0,0,0,0,0,6,2006,WD,Normal,151000
833,60,RL,9548,IR1,Lvl,CulDSac,Gtl,CollgCr,2Story,7,6,2003,2003,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,Ex,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,Gd,7,1,Attchd,2003.0,RFn,2,613,TA,Y,192,39,0,0,0,0,0,1,2010,WD,Normal,237000
834,20,RL,10004,Reg,Lvl,Inside,Gtl,NAmes,1Story,6,6,1964,1964,HdBoard,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,TA,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,1,TA,6,0,Attchd,1964.0,RFn,2,472,TA,Y,0,0,0,0,152,0,0,2,2009,WD,Normal,167000
835,20,RL,7875,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,6,1961,1961,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,Gd,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,0,Attchd,1961.0,Unf,2,456,TA,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,139950
836,20,RL,9600,Reg,Lvl,Inside,Gtl,Sawyer,1Story,4,7,1950,1995,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,TA,Y,SBrkr,1067,0,0,1067,0,0,2,0,2,1,Gd,4,0,Attchd,1996.0,Unf,2,436,TA,Y,290,0,0,0,0,0,0,2,2010,WD,Normal,128000
837,30,RM,8100,Reg,Lvl,Inside,Gtl,OldTown,1Story,5,6,1948,1973,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,Gd,Y,SBrkr,1559,0,0,1559,1,0,1,0,2,1,TA,5,0,Detchd,1948.0,Unf,2,812,TA,Y,0,116,230,0,0,0,0,6,2007,COD,Normal,153500
838,160,RM,1680,Reg,Lvl,Inside,Gtl,BrDale,2Story,6,5,1973,1973,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,TA,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,TA,5,0,Detchd,1973.0,Unf,1,264,TA,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,100000
839,20,RL,9525,Reg,Lvl,Inside,Gtl,CollgCr,1Story,5,6,1995,2006,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,Ex,Y,SBrkr,1099,0,0,1099,0,0,1,1,3,1,Gd,6,0,Attchd,1999.0,Unf,1,352,TA,Y,278,0,0,0,0,0,0,6,2008,WD,Normal,144000
840,50,RL,11767,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,5,6,1946,1995,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,Ex,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,TA,6,0,Detchd,1946.0,Unf,1,240,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,130500
841,70,RH,12155,IR1,Lvl,Inside,Gtl,SWISU,2Story,6,8,1925,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,TA,N,SBrkr,810,672,0,1482,0,0,2,0,4,1,Fa,7,0,Detchd,1934.0,Unf,1,400,TA,P,0,0,254,0,0,0,0,3,2008,WD,Normal,140000
842,70,RM,10440,Reg,Lvl,Inside,Gtl,OldTown,2Story,5,8,1904,2002,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,Gd,Y,SBrkr,958,581,0,1539,0,0,2,0,3,1,Gd,8,1,Detchd,1983.0,Unf,2,686,Gd,P,70,78,68,0,0,0,0,6,2008,WD,Normal,157500
843,80,RL,9020,Reg,Lvl,Inside,Gtl,NAmes,SLvl,6,7,1966,1966,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,TA,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,TA,6,0,Attchd,1966.0,RFn,2,490,Gd,Y,0,129,0,0,0,0,0,5,2008,WD,Normal,174900
844,90,RL,8000,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,4,1961,1961,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,Ex,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,TA,10,0,,,,0,0,,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,141000
845,50,RM,12665,IR1,Lvl,Inside,Gtl,OldTown,1.5Fin,5,8,1915,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,Gd,Y,SBrkr,876,540,0,1416,0,0,1,1,4,1,TA,7,1,Detchd,1949.0,Unf,3,720,TA,Y,418,0,194,0,0,0,0,6,2008,WD,Normal,153900
846,85,RL,16647,IR1,Lvl,CulDSac,Gtl,Sawyer,SFoyer,5,5,1975,1981,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,TA,Y,SBrkr,1701,0,0,1701,1,0,2,0,3,1,TA,6,2,Basment,1975.0,Fin,2,611,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,171000
847,60,RL,9317,Reg,Lvl,Inside,Gtl,SawyerW,2Story,7,5,1993,1993,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,Ex,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,1,Gd,7,1,Attchd,1993.0,Unf,2,425,TA,Y,234,72,192,0,0,0,0,7,2009,WD,Normal,213000
848,20,RL,15523,IR1,Lvl,CulDSac,Gtl,CollgCr,1Story,5,6,1972,1972,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,1,Attchd,1972.0,Unf,1,338,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,133500
849,50,RL,45600,IR2,Bnk,Inside,Gtl,ClearCr,1.5Fin,6,8,1908,1997,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,TA,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,TA,10,1,Detchd,1908.0,Unf,2,360,Fa,Y,486,40,0,0,175,0,0,9,2008,WD,Normal,240000
850,80,RL,9600,Reg,Lvl,FR2,Gtl,Veenker,SLvl,6,7,1976,1994,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,Ex,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,TA,7,1,Attchd,1976.0,RFn,2,512,TA,Y,113,100,0,0,0,0,0,8,2007,WD,Normal,187000
851,120,RM,4435,Reg,Lvl,Inside,Gtl,CollgCr,1Story,6,5,2003,2003,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,0,Attchd,2003.0,Fin,2,420,TA,Y,140,0,0,0,0,0,0,11,2007,WD,Normal,131500
852,120,RL,3196,Reg,Lvl,Inside,Gtl,Blmngtn,1Story,8,5,2003,2003,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,Ex,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,Gd,7,1,Attchd,2003.0,Fin,2,400,TA,Y,143,20,0,0,0,0,0,5,2006,WD,Normal,215000
853,75,RL,7128,Reg,Lvl,Inside,Gtl,Crawfor,2.5Unf,7,5,1941,1950,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,Gd,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,2,Detchd,1941.0,Unf,1,240,TA,Y,0,0,0,0,126,0,0,8,2007,WD,Normal,164000
854,80,RL,12095,IR1,Lvl,Corner,Gtl,NAmes,SLvl,6,6,1964,1964,MetalSd,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,1,Attchd,1964.0,RFn,2,645,TA,Y,180,0,0,0,0,0,0,8,2009,WD,Normal,158000
855,20,RL,17920,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,4,1955,1974,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,TA,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,TA,6,1,Attchd,1955.0,Unf,2,454,TA,Y,0,418,0,0,312,0,0,7,2006,WD,Abnorml,170000
856,20,RL,6897,IR1,Lvl,Corner,Gtl,Sawyer,1Story,5,8,1962,2010,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,0,Detchd,1962.0,Unf,1,260,TA,Y,0,104,0,0,0,0,0,4,2010,WD,Normal,127000
857,80,RL,10970,IR1,Low,Inside,Mod,CollgCr,SLvl,6,6,1978,1978,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,TA,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,TA,5,0,Detchd,1981.0,Unf,2,576,TA,Y,0,0,34,0,0,0,0,10,2008,WD,Normal,147000
858,60,RL,8125,Reg,Lvl,Inside,Gtl,Gilbert,2Story,6,5,1994,1995,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,Gd,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,TA,6,1,Attchd,1994.0,Fin,2,343,TA,Y,0,36,0,0,0,0,0,3,2009,WD,Normal,174000
859,20,RL,10400,Reg,Lvl,Inside,Gtl,NWAmes,1Story,7,5,1976,1976,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,TA,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,TA,6,1,Attchd,1976.0,RFn,2,479,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Family,152000
860,60,RL,11029,IR1,Lvl,Corner,Gtl,NWAmes,2Story,6,7,1968,1984,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,TA,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,1,Attchd,1968.0,Unf,2,619,TA,Y,0,65,0,0,222,0,0,8,2006,WD,Normal,250000
861,50,RL,7642,Reg,Lvl,Corner,Gtl,Crawfor,1.5Fin,7,8,1918,1998,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,Gd,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,Gd,7,1,Detchd,1925.0,Unf,1,216,TA,Y,0,240,0,0,0,0,0,6,2007,WD,Normal,189950
862,190,RL,11625,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,4,1965,1965,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,Ex,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,TA,6,0,Attchd,1965.0,Unf,2,504,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,131500
863,20,RL,9672,Reg,Lvl,Corner,Gtl,SawyerW,1Story,6,5,1984,1985,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,TA,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,TA,6,0,Attchd,1986.0,Unf,2,480,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,152000
864,20,RL,7931,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,5,1959,1959,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,TA,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,TA,6,0,Attchd,1959.0,Unf,1,672,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,132500
865,20,FV,8640,Reg,Lvl,Inside,Gtl,Somerst,1Story,7,5,2007,2008,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,Ex,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,Gd,6,0,Attchd,2008.0,Fin,2,529,TA,Y,0,140,0,0,0,0,0,5,2008,New,Partial,250580
866,20,RL,8750,IR1,Lvl,Inside,Gtl,NAmes,1Story,5,6,1970,1970,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,TA,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,TA,5,0,Detchd,1973.0,Unf,2,902,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,148500
867,20,RL,10656,IR1,HLS,Inside,Gtl,Timber,1Story,8,5,2006,2007,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,Ex,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,Gd,6,1,Attchd,2007.0,RFn,3,870,TA,Y,192,80,0,0,0,0,0,11,2007,New,Partial,248900
868,20,RL,6970,Reg,Lvl,Corner,Gtl,Sawyer,1Story,4,5,1961,1961,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,TA,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,Fa,5,0,Attchd,1961.0,RFn,2,544,TA,Y,168,0,0,0,0,0,400,5,2007,WD,Normal,129000
869,60,RL,14762,IR2,Lvl,Corner,Gtl,Gilbert,2Story,5,6,1948,1950,Plywood,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,Gd,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,TA,7,1,Attchd,1979.0,Unf,2,672,TA,P,120,144,0,0,0,0,0,5,2006,WD,Normal,169000
870,60,RL,9938,Reg,Lvl,Inside,Gtl,SawyerW,2Story,7,5,1993,1994,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,Ex,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,Gd,8,1,Attchd,1993.0,Fin,2,574,TA,Y,156,90,0,0,0,0,0,6,2010,WD,Normal,236000
871,20,RL,6600,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,5,1962,1962,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,Gd,N,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,5,0,Detchd,1962.0,Unf,1,308,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,109500
872,60,RL,8750,Reg,Lvl,Inside,Gtl,CollgCr,2Story,6,5,1998,1998,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,0,299,804,Ex,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,Gd,7,0,Attchd,1998.0,RFn,2,523,TA,Y,0,77,0,0,0,0,0,6,2010,WD,Normal,200500
873,20,RL,8892,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,7,1953,1996,WdShing,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,0,105,105,Gd,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,Gd,5,0,Attchd,1953.0,Unf,2,414,TA,Y,196,0,150,0,0,0,0,10,2008,WD,Normal,116000
874,40,RL,12144,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1949,1950,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,1,Attchd,1949.0,Unf,1,288,TA,Y,0,28,0,0,0,0,0,9,2009,WD,Normal,133000
875,50,RM,5720,Reg,Lvl,Inside,Gtl,OldTown,1.5Fin,5,6,1941,1950,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,Ex,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,TA,5,0,Detchd,1941.0,Unf,1,200,TA,Y,26,0,0,0,0,0,0,8,2009,WD,Abnorml,66500
876,60,FV,9000,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,5,2007,2007,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,Ex,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,1,BuiltIn,2007.0,Fin,2,550,TA,Y,208,364,0,0,0,0,0,8,2007,New,Partial,303477
877,20,RL,25286,Reg,HLS,Inside,Mod,Mitchel,1Story,4,5,1963,1963,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,0,Attchd,1963.0,Unf,2,648,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,132250
878,60,RL,8834,Reg,Lvl,Inside,Gtl,NridgHt,2Story,9,5,2004,2005,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,Ex,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,Ex,10,1,Attchd,2004.0,Fin,3,738,TA,Y,184,0,0,0,0,0,0,6,2009,WD,Normal,350000
879,85,RL,11782,IR1,Lvl,Inside,Gtl,Sawyer,SFoyer,5,7,1961,1995,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,TA,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,Gd,6,0,Detchd,1987.0,Unf,2,576,TA,Y,192,0,0,0,0,0,400,6,2010,WD,Normal,148000
880,20,RL,7000,IR1,Lvl,CulDSac,Gtl,CollgCr,1Story,5,8,1978,2005,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,6,0,Attchd,1978.0,Unf,1,336,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,136500
881,20,RL,7024,Reg,Lvl,Inside,Gtl,Edwards,1Story,5,5,2005,2006,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,Gd,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,TA,5,0,Attchd,2005.0,Fin,2,450,TA,Y,0,49,0,0,0,0,0,6,2007,WD,Normal,157000
882,50,RL,13758,IR1,Lvl,CulDSac,Gtl,Timber,1.5Fin,7,5,1990,1991,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,Ex,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,Gd,7,1,Attchd,1990.0,RFn,2,400,TA,Y,168,36,0,0,0,0,0,4,2007,WD,Normal,187500
883,60,RL,9636,IR1,Lvl,Corner,Gtl,Gilbert,2Story,6,5,1992,1993,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,Gd,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,TA,7,1,BuiltIn,1993.0,RFn,2,389,TA,Y,342,40,0,0,0,0,0,12,2009,WD,Normal,178000
884,75,RL,6204,Reg,Bnk,Inside,Gtl,SWISU,2.5Fin,4,5,1912,1950,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,0,795,795,TA,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,TA,10,0,Detchd,1997.0,Unf,1,440,TA,Y,0,188,0,0,0,0,0,3,2006,WD,Normal,118500
